Calendar Day,Group,Profit Center Group,Gross Order $
06/23/2019,Power Systems,Fiberglass Construction,373818.89
06/23/2019,Power Systems,Fuse Links,101291.04
06/23/2019,Power Systems,Gloves,94264.29
06/23/2019,Power Systems,HotBox,180746.1
06/23/2019,Power Systems,HPS Shanghai,62237.78
06/23/2019,Power Systems,Longbow,257952.1
06/23/2019,Power Systems,OVHD Switches,611154.41
06/23/2019,Power Systems,PCORE,1123689
06/23/2019,Power Systems,PenCell,684882.33
06/23/2019,Power Systems,Pole Line Hardware,1923307.63
06/23/2019,Power Systems,Power Load,124904.94
06/23/2019,Power Systems,Resale,317220.75
06/23/2019,Power Systems,Reuel,63103.02
06/23/2019,Power Systems,Sub Automation,486729.22
06/23/2019,Power Systems,Substation Connectors,592326.11
06/23/2019,Power Systems,Substation HC Arresters,218268.84
06/23/2019,Power Systems,Substation SC Arresters,324398.91
06/23/2019,Power Systems,Substation Switches,799703.99
06/23/2019,Power Systems,Traditional Tools,580615.13
06/23/2019,Power Systems,Transmission Arresters,98845.78
06/23/2019,Power Systems,Transmission Connectors,1311864.01
06/23/2019,Power Systems,Transmission Insulators,1448132.38
06/23/2019,Power Systems,Turner Electric,150263.62
06/23/2019,Power Systems,Under Ground,2832000.2
06/23/2019,Power Systems,URD Accessories,325876.02
06/23/2019,Power Systems,URD Arresters,146078.4
06/23/2019,Power Systems,Utility Anchors,2956065.68
06/30/2019,Commercial & Industrial,ACME,873497.49
06/30/2019,Commercial & Industrial,Bryant Electric,676928.3
06/30/2019,Commercial & Industrial,Gleason Reel,1007295.39
06/30/2019,Commercial & Industrial,Hipotronics,213611.51
06/30/2019,Commercial & Industrial,ICD,1076688.39
06/30/2019,Commercial & Industrial,Premise Wiring,1568713.67
06/30/2019,Commercial & Industrial,RACO,6573097.93
06/30/2019,Commercial & Industrial,WDK,9144339.75
06/30/2019,Commercial & Industrial,Wiegmann,827498.36
06/30/2019,Construction & Energy,Burndy - MX,707529.5
06/30/2019,Construction & Energy,Burndy - US,5698726.27
06/30/2019,Construction & Energy,CMC,1618049.86
06/30/2019,Construction & Energy,Continental Industries,3012771.31
06/30/2019,Construction & Energy,GAI-Tronics - US,798201.48
06/30/2019,Construction & Energy,GAI-Tronics UK,292190.98
06/30/2019,Construction & Energy,Hawke - UK,258894.7
06/30/2019,Construction & Energy,Hawke - US,123677.45
06/30/2019,Construction & Energy,Hubbell Canada,2729915.51
06/30/2019,Construction & Energy,Hubbell Scotland,1662295.12
06/30/2019,Construction & Energy,Killark,1696653.12
06/30/2019,Construction & Energy,RigPower Connectors,6018.96
06/30/2019,Hubbell Lighting,AAL,490525.33
06/30/2019,Hubbell Lighting,Alera,93599.52
06/30/2019,Hubbell Lighting,Beacon,1229626.59
06/30/2019,Hubbell Lighting,Columbia,4263101.44
06/30/2019,Hubbell Lighting,Dual-Lite,2401271.62
06/30/2019,Hubbell Lighting,Hubbell Control Solutions,981843.6
06/30/2019,Hubbell Lighting,Industrial Lighting,330167.25
06/30/2019,Hubbell Lighting,Kim,564935.39
06/30/2019,Hubbell Lighting,Kurt Versen,199512.99
06/30/2019,Hubbell Lighting,Litecontrol,1606206.92
06/30/2019,Hubbell Lighting,Norlux,58412.56
06/30/2019,Hubbell Lighting,Outdoor,1255268.17
06/30/2019,Hubbell Lighting,Prescolite,1040540.87
06/30/2019,Hubbell Lighting,Progress Lighting,12375268.58
06/30/2019,Hubbell Lighting,Security Lighting,164400.05
06/30/2019,Hubbell Lighting,Thomas,478929.94
06/30/2019,Integrated Solutions,iDevices,178492.9
06/30/2019,Power Systems,Above Ground,476713.13
06/30/2019,Power Systems,Blocks,388830
06/30/2019,Power Systems,Civil,465874.98
06/30/2019,Power Systems,Cutouts  Polymer,936514.73
06/30/2019,Power Systems,Cutouts  Porcelain,568632.97
06/30/2019,Power Systems,Dist Automation,852188.46
06/30/2019,Power Systems,Distribution Arresters,1103319.92
06/30/2019,Power Systems,Distribution Connectors,1971222.67
06/30/2019,Power Systems,Distribution Insulators,262277.54
06/30/2019,Power Systems,Drain,23666.22
06/30/2019,Power Systems,Electro Composites,140287.62
06/30/2019,Power Systems,Fiber & Cable Accessories,85672.88
06/30/2019,Power Systems,Fiber Splice Products,33458.51
06/30/2019,Power Systems,Fiberglass Construction,401439.4
06/30/2019,Power Systems,Fuse Links,83320.29
06/30/2019,Power Systems,Gloves,19403.36
06/30/2019,Power Systems,HotBox,185543.86
06/30/2019,Power Systems,HPS Shanghai,124385.51
06/30/2019,Power Systems,Longbow,412527.88
06/30/2019,Power Systems,OVHD Switches,397675.51
06/30/2019,Power Systems,PCORE,981416
06/30/2019,Power Systems,PenCell,588579.33
06/30/2019,Power Systems,Pole Line Hardware,2015578.56
06/30/2019,Power Systems,Power Load,61671.22
06/30/2019,Power Systems,Resale,331379.27
06/30/2019,Power Systems,Reuel,363529.94
06/30/2019,Power Systems,Sub Automation,109702.04
06/30/2019,Power Systems,Substation Connectors,505152.38
06/30/2019,Power Systems,Substation HC Arresters,302778.19
06/30/2019,Power Systems,Substation SC Arresters,369409.24
06/30/2019,Power Systems,Substation Switches,567291.75
06/30/2019,Power Systems,Traditional Tools,661620.77
06/30/2019,Power Systems,Transmission Arresters,146262.34
06/30/2019,Power Systems,Transmission Connectors,1325300.17
06/30/2019,Power Systems,Transmission Insulators,981165.64
06/30/2019,Power Systems,Turner Electric,322521.51
06/30/2019,Power Systems,Under Ground,4070479.98
06/30/2019,Power Systems,URD Accessories,445959.29
06/30/2019,Power Systems,URD Arresters,100342.72
06/30/2019,Power Systems,Utility Anchors,1393612.6
07/07/2019,Commercial & Industrial,ACME,570201.57
07/07/2019,Commercial & Industrial,Bryant Electric,448927.59
07/07/2019,Commercial & Industrial,Gleason Reel,382425.44
07/07/2019,Commercial & Industrial,Hipotronics,63871.3
07/07/2019,Commercial & Industrial,ICD,510737.75
07/07/2019,Commercial & Industrial,Premise Wiring,1075553.63
07/07/2019,Commercial & Industrial,RACO,4736094.08
07/07/2019,Commercial & Industrial,WDK,6492775.25
07/07/2019,Commercial & Industrial,Wiegmann,575215.69
07/07/2019,Construction & Energy,Burndy - MX,458380.23
07/07/2019,Construction & Energy,Burndy - US,4478407.68
07/07/2019,Construction & Energy,CMC,1417295.32
07/07/2019,Construction & Energy,Continental Industries,1205495.5
07/07/2019,Construction & Energy,GAI-Tronics - US,300257.84
07/07/2019,Construction & Energy,GAI-Tronics UK,397713.8
07/07/2019,Construction & Energy,Hawke - UK,392109.7
07/07/2019,Construction & Energy,Hawke - US,87311.22
07/07/2019,Construction & Energy,Hubbell Canada,2929580.27
07/07/2019,Construction & Energy,Hubbell Scotland,1723406.99
07/07/2019,Construction & Energy,Killark,1429059.37
07/07/2019,Construction & Energy,RigPower Connectors,23043.56
07/07/2019,Hubbell Lighting,AAL,198831.94
07/07/2019,Hubbell Lighting,Alera,156178.13
07/07/2019,Hubbell Lighting,Beacon,427659.56
07/07/2019,Hubbell Lighting,Columbia,2382391.29
07/07/2019,Hubbell Lighting,Dual-Lite,700711.12
07/07/2019,Hubbell Lighting,Hubbell Control Solutions,764756.44
07/07/2019,Hubbell Lighting,Industrial Lighting,153003.63
07/07/2019,Hubbell Lighting,Kim,656033.32
07/07/2019,Hubbell Lighting,Kurt Versen,127449.26
07/07/2019,Hubbell Lighting,Litecontrol,713230.03
07/07/2019,Hubbell Lighting,Norlux,571004.84
07/07/2019,Hubbell Lighting,Outdoor,879727.1
07/07/2019,Hubbell Lighting,Prescolite,573101.75
07/07/2019,Hubbell Lighting,Progress Lighting,4648614.93
07/07/2019,Hubbell Lighting,Security Lighting,178765.4
07/07/2019,Hubbell Lighting,Thomas,98451.33
07/07/2019,Integrated Solutions,iDevices,109644.65
07/07/2019,Power Systems,Above Ground,164941.23
07/07/2019,Power Systems,Blocks,40824
07/07/2019,Power Systems,Civil,657377.08
07/07/2019,Power Systems,Cutouts  Polymer,648497.38
07/07/2019,Power Systems,Cutouts  Porcelain,360463.46
07/07/2019,Power Systems,Dist Automation,460125.2
07/07/2019,Power Systems,Distribution Arresters,775747.96
07/07/2019,Power Systems,Distribution Connectors,1560053.83
07/07/2019,Power Systems,Distribution Insulators,286034.24
07/07/2019,Power Systems,Drain,82692
07/07/2019,Power Systems,Electro Composites,99204.07
07/07/2019,Power Systems,Fiber & Cable Accessories,68690.61
07/07/2019,Power Systems,Fiber Splice Products,25153.3
07/07/2019,Power Systems,Fiberglass Construction,302673.2
07/07/2019,Power Systems,Fuse Links,114492.41
07/07/2019,Power Systems,Gloves,66605.77
07/07/2019,Power Systems,HotBox,200466.92
07/07/2019,Power Systems,HPS Shanghai,89802.5
07/07/2019,Power Systems,Longbow,1253359.71
07/07/2019,Power Systems,OVHD Switches,350189.73
07/07/2019,Power Systems,PCORE,321645
07/07/2019,Power Systems,PenCell,383143.96
07/07/2019,Power Systems,Pole Line Hardware,1385790.23
07/07/2019,Power Systems,Power Load,53334.39
07/07/2019,Power Systems,Resale,228954.77
07/07/2019,Power Systems,Reuel,140138.19
07/07/2019,Power Systems,Sub Automation,150493.19
07/07/2019,Power Systems,Substation Connectors,746294.94
07/07/2019,Power Systems,Substation HC Arresters,284449.57
07/07/2019,Power Systems,Substation SC Arresters,224650.07
07/07/2019,Power Systems,Substation Switches,681924.84
07/07/2019,Power Systems,Traditional Tools,645955.42
07/07/2019,Power Systems,Transmission Arresters,55865.33
07/07/2019,Power Systems,Transmission Connectors,2578495.16
07/07/2019,Power Systems,Transmission Insulators,2629137.68
07/07/2019,Power Systems,Turner Electric,556658.67
07/07/2019,Power Systems,Under Ground,2295847.76
07/07/2019,Power Systems,URD Accessories,557027.78
07/07/2019,Power Systems,URD Arresters,83314.57
07/07/2019,Power Systems,Utility Anchors,1164940.46
07/14/2019,Commercial & Industrial,ACME,679748.59
07/14/2019,Commercial & Industrial,Bryant Electric,308968.71
07/14/2019,Commercial & Industrial,Gleason Reel,630681.36
07/14/2019,Commercial & Industrial,Hipotronics,214590.96
07/14/2019,Commercial & Industrial,ICD,1275228.05
07/14/2019,Commercial & Industrial,Premise Wiring,1571286.22
07/14/2019,Commercial & Industrial,RACO,5146544.77
07/14/2019,Commercial & Industrial,WDK,8501279.76
07/14/2019,Commercial & Industrial,Wiegmann,851307.75
07/14/2019,Construction & Energy,Burndy - MX,844897.59
07/14/2019,Construction & Energy,Burndy - US,5985361.65
07/14/2019,Construction & Energy,CMC,1248837.45
07/14/2019,Construction & Energy,Continental Industries,1502888.25
07/14/2019,Construction & Energy,GAI-Tronics - US,825028.15
07/14/2019,Construction & Energy,GAI-Tronics UK,1107838.4
07/14/2019,Construction & Energy,Hawke - UK,221106.97
07/14/2019,Construction & Energy,Hawke - US,60226.7
07/14/2019,Construction & Energy,Hubbell Canada,2702374.64
07/14/2019,Construction & Energy,Hubbell Scotland,437299.11
07/14/2019,Construction & Energy,Killark,1835057.6
07/14/2019,Construction & Energy,RigPower Connectors,42928.51
07/14/2019,Hubbell Lighting,AAL,667541.82
07/14/2019,Hubbell Lighting,Alera,104676.28
07/14/2019,Hubbell Lighting,Beacon,1322849.71
07/14/2019,Hubbell Lighting,Columbia,4096350.24
07/14/2019,Hubbell Lighting,Dual-Lite,1139693.11
07/14/2019,Hubbell Lighting,Hubbell Control Solutions,603085.75
07/14/2019,Hubbell Lighting,Industrial Lighting,313844.41
07/14/2019,Hubbell Lighting,Kim,775630.62
07/14/2019,Hubbell Lighting,Kurt Versen,30724.78
07/14/2019,Hubbell Lighting,Litecontrol,1228185.24
07/14/2019,Hubbell Lighting,Norlux,362548.25
07/14/2019,Hubbell Lighting,Outdoor,1142936.91
07/14/2019,Hubbell Lighting,Prescolite,627041.36
07/14/2019,Hubbell Lighting,Progress Lighting,3881083.7
07/14/2019,Hubbell Lighting,Security Lighting,220512.67
07/14/2019,Hubbell Lighting,Thomas,196778.43
07/14/2019,Integrated Solutions,iDevices,154998.3
07/14/2019,Power Systems,Above Ground,402335.36
07/14/2019,Power Systems,Blocks,22429.44
07/14/2019,Power Systems,Civil,632115.03
07/14/2019,Power Systems,Cutouts  Polymer,1412277.52
07/14/2019,Power Systems,Cutouts  Porcelain,417143.75
07/14/2019,Power Systems,Dist Automation,665054.56
07/14/2019,Power Systems,Distribution Arresters,920044.7
07/14/2019,Power Systems,Distribution Connectors,2630874.58
07/14/2019,Power Systems,Distribution Insulators,312349.11
07/14/2019,Power Systems,Drain,107542.3
07/14/2019,Power Systems,Electro Composites,73763.61
07/14/2019,Power Systems,Fiber & Cable Accessories,89641.76
07/14/2019,Power Systems,Fiber Splice Products,30765.66
07/14/2019,Power Systems,Fiberglass Construction,539419.76
07/14/2019,Power Systems,Fuse Links,118648.89
07/14/2019,Power Systems,Gloves,29217.02
07/14/2019,Power Systems,HotBox,153649.48
07/14/2019,Power Systems,HPS Shanghai,37317.24
07/14/2019,Power Systems,Longbow,174481.16
07/14/2019,Power Systems,OVHD Switches,450496.41
07/14/2019,Power Systems,PCORE,496063
07/14/2019,Power Systems,PenCell,569235.44
07/14/2019,Power Systems,Pole Line Hardware,2348659.77
07/14/2019,Power Systems,Power Load,463354.85
07/14/2019,Power Systems,Resale,303301.85
07/14/2019,Power Systems,Reuel,99541.29
07/14/2019,Power Systems,Sub Automation,494148.45
07/14/2019,Power Systems,Substation Connectors,401578.1
07/14/2019,Power Systems,Substation HC Arresters,159539.74
07/14/2019,Power Systems,Substation SC Arresters,355787.7
07/14/2019,Power Systems,Substation Switches,756053.9
07/14/2019,Power Systems,Traditional Tools,490053.96
07/14/2019,Power Systems,Transmission Arresters,56834.68
07/14/2019,Power Systems,Transmission Connectors,1321483.14
07/14/2019,Power Systems,Transmission Insulators,1382960.91
07/14/2019,Power Systems,Turner Electric,299405.09
07/14/2019,Power Systems,Under Ground,4287606.56
07/14/2019,Power Systems,URD Accessories,473148.74
07/14/2019,Power Systems,URD Arresters,112370.8
07/14/2019,Power Systems,Utility Anchors,1274511.93
07/21/2019,Commercial & Industrial,ACME,965663.65
07/21/2019,Commercial & Industrial,Bryant Electric,556351.85
07/21/2019,Commercial & Industrial,Gleason Reel,521486.68
07/21/2019,Commercial & Industrial,Hipotronics,340659.29
07/21/2019,Commercial & Industrial,ICD,949478.24
07/21/2019,Commercial & Industrial,Premise Wiring,1345161.9
07/21/2019,Commercial & Industrial,RACO,4919952.4
07/21/2019,Commercial & Industrial,WDK,8977292.76
07/21/2019,Commercial & Industrial,Wiegmann,1004849.98
07/21/2019,Construction & Energy,Burndy - MX,527205.36
07/21/2019,Construction & Energy,Burndy - US,6335937.63
07/21/2019,Construction & Energy,CMC,1833295.65
07/21/2019,Construction & Energy,Continental Industries,2627295.45
07/21/2019,Construction & Energy,GAI-Tronics - US,510538.58
07/21/2019,Construction & Energy,GAI-Tronics UK,181548.04
07/21/2019,Construction & Energy,Hawke - UK,260926.73
07/21/2019,Construction & Energy,Hawke - US,125703.2
07/21/2019,Construction & Energy,Hubbell Canada,2428849.53
07/21/2019,Construction & Energy,Hubbell Scotland,967820.03
07/21/2019,Construction & Energy,Killark,1622825.11
07/21/2019,Construction & Energy,RigPower Connectors,23597.96
07/21/2019,Hubbell Lighting,AAL,375813.88
07/21/2019,Hubbell Lighting,Alera,48514.32
07/21/2019,Hubbell Lighting,Beacon,978222.96
07/21/2019,Hubbell Lighting,Columbia,3892814.26
07/21/2019,Hubbell Lighting,Dual-Lite,1026876.69
07/21/2019,Hubbell Lighting,Hubbell Control Solutions,866837.25
07/21/2019,Hubbell Lighting,Industrial Lighting,223141.59
07/21/2019,Hubbell Lighting,Kim,632243.46
07/21/2019,Hubbell Lighting,Kurt Versen,132239.5
07/21/2019,Hubbell Lighting,Litecontrol,543070.37
07/21/2019,Hubbell Lighting,Norlux,392619.13
07/21/2019,Hubbell Lighting,Outdoor,1141905.17
07/21/2019,Hubbell Lighting,Prescolite,678105.8
07/21/2019,Hubbell Lighting,Progress Lighting,4988215.36
07/21/2019,Hubbell Lighting,Security Lighting,120642.6
07/21/2019,Hubbell Lighting,Thomas,211313.31
07/21/2019,Integrated Solutions,iDevices,140708.97
07/21/2019,Power Systems,Above Ground,243101.15
07/21/2019,Power Systems,Blocks,148680
07/21/2019,Power Systems,Civil,1223585.92
07/21/2019,Power Systems,Cutouts  Polymer,931361.98
07/21/2019,Power Systems,Cutouts  Porcelain,456218.77
07/21/2019,Power Systems,Dist Automation,748772.91
07/21/2019,Power Systems,Distribution Arresters,1010414.49
07/21/2019,Power Systems,Distribution Connectors,2008907.22
07/21/2019,Power Systems,Distribution Insulators,247156.11
07/21/2019,Power Systems,Drain,110333.9
07/21/2019,Power Systems,Electro Composites,53882.87
07/21/2019,Power Systems,Fiber & Cable Accessories,159894.63
07/21/2019,Power Systems,Fiber Splice Products,33429.5
07/21/2019,Power Systems,Fiberglass Construction,311961.6
07/21/2019,Power Systems,Fuse Links,129585.55
07/21/2019,Power Systems,Gloves,111318.19
07/21/2019,Power Systems,HotBox,168761.5
07/21/2019,Power Systems,HPS Shanghai,469374.14
07/21/2019,Power Systems,Longbow,1255024.81
07/21/2019,Power Systems,OVHD Switches,460178.22
07/21/2019,Power Systems,PCORE,956309
07/21/2019,Power Systems,PenCell,440254.71
07/21/2019,Power Systems,Pole Line Hardware,2396945.54
07/21/2019,Power Systems,Power Load,117873.21
07/21/2019,Power Systems,Resale,178630.27
07/21/2019,Power Systems,Reuel,71948.39
07/21/2019,Power Systems,Sub Automation,414245.89
07/21/2019,Power Systems,Substation Connectors,443738.44
07/21/2019,Power Systems,Substation HC Arresters,250981.38
07/21/2019,Power Systems,Substation SC Arresters,250400.81
07/21/2019,Power Systems,Substation Switches,1262067.86
07/21/2019,Power Systems,Traditional Tools,620554.41
07/21/2019,Power Systems,Transmission Arresters,87803.21
07/21/2019,Power Systems,Transmission Connectors,1520091.75
07/21/2019,Power Systems,Transmission Insulators,839299.43
07/21/2019,Power Systems,Turner Electric,246951.09
07/21/2019,Power Systems,Under Ground,3101276.08
07/21/2019,Power Systems,URD Accessories,375665.49
07/21/2019,Power Systems,URD Arresters,138978.79
