Calendar Day,Group,Company Code,Gross Order $
06/10/2018,Power Systems,C627,61945.91
06/10/2018,Hubbell Lighting,C550,670454.91
06/10/2018,Power Systems,C625,36412.54
06/10/2018,Construction & Energy,C351,2920155.24
06/10/2018,Construction & Energy,C360,6177341.86
06/10/2018,Hubbell Lighting,C510,17572456.56
06/10/2018,Construction & Energy,C362,670855.81
06/10/2018,Power Systems,C640,4003071.05
06/10/2018,Construction & Energy,C460,1879427.88
06/10/2018,Construction & Energy,C370,1669171.77
06/17/2018,Power Systems,C650,558997.85
06/17/2018,Commercial & Industrial,C740,1445411.31
06/17/2018,Power Systems,C625,17661.06
06/17/2018,Construction & Energy,C792,260.35
06/17/2018,Commercial & Industrial,C710,207213.58
06/17/2018,Commercial & Industrial,C400,6900868.80
06/17/2018,Construction & Energy,C351,2546630.86
06/17/2018,Construction & Energy,C794,327578.91
06/17/2018,Power Systems,C615,0.00
06/17/2018,Construction & Energy,C400,1493714.55
06/17/2018,Hubbell Lighting,C520,5239195.50
06/17/2018,Commercial & Industrial,C715,403342.07
06/17/2018,Hubbell Lighting,C550,655801.93
06/17/2018,Construction & Energy,C362,408421.51
06/17/2018,Commercial & Industrial,C750,845278.36
06/17/2018,Power Systems,C627,93962.46
06/17/2018,Construction & Energy,C360,6591282.18
06/17/2018,Power Systems,C660,150443.02
06/17/2018,Construction & Energy,C720,554306.69
06/17/2018,Commercial & Industrial,C300,10177103.92
06/17/2018,Power Systems,C640,3759721.41
06/17/2018,Construction & Energy,C450,474268.85
06/17/2018,Construction & Energy,C366,1881644.94
06/17/2018,Hubbell Lighting,C510,15177642.65
06/17/2018,Construction & Energy,C370,1354681.63
06/17/2018,Construction & Energy,C460,274013.00
06/17/2018,Power Systems,C610,19673647.41
06/24/2018,Commercial & Industrial,C710,482921.63
06/24/2018,Construction & Energy,C450,1666277.99
06/24/2018,Construction & Energy,C366,3171040.38
06/24/2018,Construction & Energy,C362,720464.03
06/24/2018,Power Systems,C660,221153.04
06/24/2018,Construction & Energy,C360,5861237.15
06/24/2018,Construction & Energy,C792,0.00
06/24/2018,Construction & Energy,C720,537653.71
06/24/2018,Construction & Energy,C351,3067960.71
06/24/2018,Construction & Energy,C400,2134645.60
06/24/2018,Construction & Energy,C370,319216.12
06/24/2018,Construction & Energy,C460,456394.05
06/24/2018,Commercial & Industrial,C400,7763423.37
06/24/2018,Commercial & Industrial,C300,9895120.52
06/24/2018,Power Systems,C627,111739.60
06/24/2018,Commercial & Industrial,C715,499232.11
06/24/2018,Commercial & Industrial,C740,1595957.61
06/24/2018,Power Systems,C615,11177.75
06/24/2018,Power Systems,C650,788214.39
06/24/2018,Construction & Energy,C794,345607.63
06/24/2018,Commercial & Industrial,C750,591993.53
06/24/2018,Hubbell Lighting,C510,14270251.83
06/24/2018,Hubbell Lighting,C550,826981.52
06/24/2018,Power Systems,C640,3824163.49
06/24/2018,Hubbell Lighting,C520,5448017.27
06/24/2018,Power Systems,C625,32481.19
06/24/2018,Power Systems,C610,16776082.58
07/01/2018,Construction & Energy,C351,3067143.56
07/01/2018,Power Systems,C627,843310.02
07/01/2018,Hubbell Lighting,C520,6488390.26
07/01/2018,Construction & Energy,C370,1442302.03
07/01/2018,Power Systems,C615,5988.56
07/01/2018,Construction & Energy,C360,6801900.55
07/01/2018,Construction & Energy,C460,549412.22
07/01/2018,Power Systems,C660,167094.95
07/01/2018,Construction & Energy,C720,1302512.12
07/01/2018,Commercial & Industrial,C750,863012.15
07/01/2018,Hubbell Lighting,C550,993307.29
07/01/2018,Hubbell Lighting,C510,18268989.13
07/01/2018,Power Systems,C650,1510993.55
07/01/2018,Commercial & Industrial,C710,298620.30
07/01/2018,Power Systems,C625,88287.89
07/01/2018,Construction & Energy,C366,1264395.80
07/01/2018,Construction & Energy,C794,291420.24
07/01/2018,Construction & Energy,C400,1749172.05
07/01/2018,Power Systems,C640,3660722.88
07/01/2018,Construction & Energy,C362,1203495.29
07/01/2018,Construction & Energy,C450,847889.02
07/01/2018,Commercial & Industrial,C715,3655063.65
07/01/2018,Commercial & Industrial,C300,12211051.52
07/01/2018,Commercial & Industrial,C400,9145211.46
07/01/2018,Construction & Energy,C792,0.00
07/01/2018,Commercial & Industrial,C740,1443551.77
07/01/2018,Power Systems,C610,18518217.20
07/08/2018,Construction & Energy,C351,2040905.26
07/08/2018,Power Systems,C625,35951.07
07/08/2018,Commercial & Industrial,C710,83006.32
07/08/2018,Commercial & Industrial,C400,6443955.29
07/08/2018,Commercial & Industrial,C300,7602359.82
07/08/2018,Construction & Energy,C450,649655.08
07/08/2018,Power Systems,C660,99044.94
07/08/2018,Construction & Energy,C460,458341.20
07/08/2018,Construction & Energy,C794,327841.44
07/08/2018,Hubbell Lighting,C520,5469342.51
07/08/2018,Power Systems,C610,12704380.13
07/08/2018,Power Systems,C650,524106.07
07/08/2018,Construction & Energy,C370,901843.14
07/08/2018,Hubbell Lighting,C510,11868446.81
07/08/2018,Construction & Energy,C366,1252085.59
07/08/2018,Construction & Energy,C362,304631.29
07/08/2018,Commercial & Industrial,C740,1026658.68
07/08/2018,Hubbell Lighting,C550,1252038.20
07/08/2018,Commercial & Industrial,C750,213060.60
07/08/2018,Commercial & Industrial,C715,1065962.73
07/08/2018,Construction & Energy,C720,601920.32
07/08/2018,Power Systems,C615,0.00
07/08/2018,Power Systems,C640,2606347.69
07/08/2018,Construction & Energy,C400,1233603.00
07/08/2018,Construction & Energy,C360,4965370.77
07/08/2018,Construction & Energy,C792,0.00
07/08/2018,Power Systems,C627,234811.28
07/15/2018,Hubbell Lighting,C550,559021.69
07/15/2018,Construction & Energy,C400,2246122.61
07/15/2018,Power Systems,C610,16118935.20
07/15/2018,Commercial & Industrial,C740,1339233.46
07/15/2018,Construction & Energy,C351,3561803.67
07/15/2018,Power Systems,C660,31320.24
07/15/2018,Power Systems,C615,0.00
07/15/2018,Power Systems,C650,1095900.34
07/15/2018,Construction & Energy,C366,1720343.74
07/15/2018,Construction & Energy,C794,216596.64
07/15/2018,Commercial & Industrial,C400,8468943.38
07/15/2018,Commercial & Industrial,C300,10809545.47
07/15/2018,Power Systems,C640,3129808.89
07/15/2018,Construction & Energy,C362,366243.96
07/15/2018,Power Systems,C627,161207.22
07/15/2018,Construction & Energy,C792,0.00
07/15/2018,Commercial & Industrial,C715,214829.46
07/15/2018,Construction & Energy,C370,1344586.36
07/15/2018,Commercial & Industrial,C750,711476.58
07/15/2018,Construction & Energy,C360,5839227.33
07/15/2018,Construction & Energy,C450,499770.97
07/15/2018,Hubbell Lighting,C510,11956777.04
07/15/2018,Hubbell Lighting,C520,5472133.35
07/15/2018,Construction & Energy,C460,339485.06
07/15/2018,Power Systems,C625,19219.20
07/15/2018,Commercial & Industrial,C710,81516.26
07/15/2018,Construction & Energy,C720,963602.25
07/22/2018,Construction & Energy,C360,6148575.30
07/22/2018,Power Systems,C660,105622.83
07/22/2018,Commercial & Industrial,C300,9836213.03
07/22/2018,Power Systems,C640,5434027.38
07/22/2018,Power Systems,C610,17052209.81
07/22/2018,Commercial & Industrial,C740,1570149.78
07/22/2018,Commercial & Industrial,C710,255112.80
07/22/2018,Construction & Energy,C362,695339.08
07/22/2018,Power Systems,C627,480023.04
07/22/2018,Power Systems,C625,63877.79
07/22/2018,Commercial & Industrial,C715,124568.55
07/22/2018,Power Systems,C615,0.00
07/22/2018,Construction & Energy,C366,1552891.53
07/22/2018,Power Systems,C650,1060148.38
07/22/2018,Construction & Energy,C370,1262377.19
07/22/2018,Construction & Energy,C400,1603617.80
07/22/2018,Construction & Energy,C720,780330.97
07/22/2018,Construction & Energy,C351,3179804.74
07/22/2018,Hubbell Lighting,C520,5369203.80
07/22/2018,Construction & Energy,C460,229611.44
07/22/2018,Construction & Energy,C450,663869.03
07/22/2018,Hubbell Lighting,C510,12415065.31
07/22/2018,Commercial & Industrial,C750,711737.45
07/22/2018,Construction & Energy,C792,0.00
07/22/2018,Hubbell Lighting,C550,849495.38
07/22/2018,Construction & Energy,C794,407369.07
07/22/2018,Commercial & Industrial,C400,6811559.18
07/29/2018,Power Systems,C627,65130.80
07/29/2018,Power Systems,C615,0.00
07/29/2018,Power Systems,C660,119897.87
07/29/2018,Construction & Energy,C370,1443129.79
07/29/2018,Hubbell Lighting,C520,5421672.80
07/29/2018,Power Systems,C650,1130567.77
07/29/2018,Commercial & Industrial,C400,7033167.36
07/29/2018,Construction & Energy,C460,174827.65
07/29/2018,Commercial & Industrial,C710,102208.04
07/29/2018,Power Systems,C625,137989.95
07/29/2018,Commercial & Industrial,C300,10407103.64
07/29/2018,Hubbell Lighting,C510,16184944.91
07/29/2018,Power Systems,C640,3284092.91
07/29/2018,Construction & Energy,C351,2341722.31
07/29/2018,Construction & Energy,C720,886247.39
07/29/2018,Construction & Energy,C360,6227327.77
07/29/2018,Construction & Energy,C362,460954.39
07/29/2018,Construction & Energy,C366,847321.69
07/29/2018,Commercial & Industrial,C750,604267.98
07/29/2018,Commercial & Industrial,C715,771353.12
07/29/2018,Construction & Energy,C792,0.00
07/29/2018,Construction & Energy,C450,547492.05
07/29/2018,Construction & Energy,C794,470047.43
07/29/2018,Hubbell Lighting,C550,825725.20
07/29/2018,Power Systems,C610,15752692.68
07/29/2018,Construction & Energy,C400,1851849.17
07/29/2018,Commercial & Industrial,C740,1001809.17
08/05/2018,Power Systems,C660,98881.99
08/05/2018,Power Systems,C625,90416.20
08/05/2018,Hubbell Lighting,C520,5583828.70
08/05/2018,Construction & Energy,C400,1878751.31
08/05/2018,Construction & Energy,C370,1635588.70
08/05/2018,Construction & Energy,C362,1316211.42
08/05/2018,Commercial & Industrial,C715,316436.65
08/05/2018,Construction & Energy,C794,280575.58
08/05/2018,Power Systems,C640,4262558.87
08/05/2018,Commercial & Industrial,C710,288725.47
08/05/2018,Hubbell Lighting,C510,13971057.85
08/05/2018,Commercial & Industrial,C740,1711158.92
08/05/2018,Construction & Energy,C460,275750.73
08/05/2018,Commercial & Industrial,C750,861764.23
08/05/2018,Construction & Energy,C720,1191239.96
08/05/2018,Commercial & Industrial,C300,10943062.08
08/05/2018,Power Systems,C610,17796809.04
08/05/2018,Commercial & Industrial,C400,7817678.93
08/05/2018,Construction & Energy,C366,1704747.77
08/05/2018,Construction & Energy,C450,396704.11
08/05/2018,Construction & Energy,C360,6173267.24
08/05/2018,Power Systems,C615,12831.83
08/05/2018,Hubbell Lighting,C550,823263.63
08/05/2018,Construction & Energy,C351,2361998.23
08/05/2018,Power Systems,C627,129387.43
08/05/2018,Construction & Energy,C792,0.00
08/05/2018,Power Systems,C650,689384.99
08/12/2018,Power Systems,C625,9564.70
08/12/2018,Hubbell Lighting,C510,13037094.90
08/12/2018,Power Systems,C610,17055899.21
08/12/2018,Commercial & Industrial,C750,554767.99
08/12/2018,Commercial & Industrial,C740,1185120.21
08/12/2018,Construction & Energy,C720,836557.02
08/12/2018,Construction & Energy,C360,5868175.64
08/12/2018,Construction & Energy,C366,1381307.37
08/12/2018,Construction & Energy,C794,440645.52
08/12/2018,Construction & Energy,C460,344515.85
08/12/2018,Construction & Energy,C362,466457.18
08/12/2018,Commercial & Industrial,C710,216306.26
08/12/2018,Construction & Energy,C351,2039471.97
08/12/2018,Hubbell Lighting,C550,595669.96
08/12/2018,Power Systems,C615,6187.53
08/12/2018,Construction & Energy,C450,508182.58
08/12/2018,Commercial & Industrial,C300,10074647.34
08/12/2018,Power Systems,C650,585061.84
08/12/2018,Power Systems,C627,506724.12
08/12/2018,Hubbell Lighting,C520,6547143.53
08/12/2018,Commercial & Industrial,C400,7400193.77
08/12/2018,Power Systems,C640,3908056.97
08/12/2018,Commercial & Industrial,C715,414669.02
08/12/2018,Construction & Energy,C370,1036932.60
08/12/2018,Construction & Energy,C400,2016002.30
08/12/2018,Power Systems,C660,40863.11
08/12/2018,Construction & Energy,C792,0.00
08/19/2018,Power Systems,C660,50222.00
08/19/2018,Construction & Energy,C366,1378906.20
08/19/2018,Power Systems,C627,299090.84
08/19/2018,Construction & Energy,C362,895814.44
08/19/2018,Commercial & Industrial,C400,6824854.85
08/19/2018,Construction & Energy,C450,384626.64
08/19/2018,Construction & Energy,C792,0.00
08/19/2018,Construction & Energy,C794,555608.05
08/19/2018,Commercial & Industrial,C300,9980726.32
08/19/2018,Power Systems,C640,3781245.28
08/19/2018,Commercial & Industrial,C750,699474.41
08/19/2018,Power Systems,C610,17664615.92
08/19/2018,Construction & Energy,C351,2313428.08
08/19/2018,Construction & Energy,C370,1736985.35
08/19/2018,Commercial & Industrial,C715,320483.28
08/19/2018,Hubbell Lighting,C550,1476000.13
08/19/2018,Hubbell Lighting,C510,11205462.53
08/19/2018,Construction & Energy,C400,2086911.82
08/19/2018,Integrated Solutions,C200,0.00
08/19/2018,Power Systems,C625,18016.04
08/19/2018,Construction & Energy,C460,315239.46
08/19/2018,Commercial & Industrial,C740,813728.77
08/19/2018,Construction & Energy,C720,1387644.42
08/19/2018,Commercial & Industrial,C710,113217.49
08/19/2018,Construction & Energy,C360,5588592.19
08/19/2018,Hubbell Lighting,C520,5692322.24
08/19/2018,Power Systems,C615,5264.00
08/19/2018,Power Systems,C650,622391.56
08/26/2018,Construction & Energy,C450,1013800.58
08/26/2018,Construction & Energy,C362,1092434.02
08/26/2018,Power Systems,C615,-11284.92
08/26/2018,Construction & Energy,C400,1823542.15
08/26/2018,Power Systems,C650,1188872.64
08/26/2018,Construction & Energy,C792,0.00
08/26/2018,Power Systems,C627,634355.40
08/26/2018,Commercial & Industrial,C300,10242513.46
08/26/2018,Power Systems,C640,3456505.75
08/26/2018,Hubbell Lighting,C520,6305103.20
08/26/2018,Commercial & Industrial,C400,7031156.31
08/26/2018,Construction & Energy,C370,835815.54
08/26/2018,Commercial & Industrial,C715,1323102.06
08/26/2018,Commercial & Industrial,C710,309618.92
08/26/2018,Construction & Energy,C720,640112.01
08/26/2018,Commercial & Industrial,C740,1328143.33
08/26/2018,Power Systems,C610,18508912.16
08/26/2018,Hubbell Lighting,C550,1002322.12
08/26/2018,Power Systems,C625,26450.69
08/26/2018,Commercial & Industrial,C750,666607.65
08/26/2018,Construction & Energy,C366,1856691.60
08/26/2018,Construction & Energy,C794,129996.35
08/26/2018,Power Systems,C660,51380.58
08/26/2018,Hubbell Lighting,C510,12522410.68
08/26/2018,Construction & Energy,C351,3235136.25
08/26/2018,Construction & Energy,C460,160945.66
08/26/2018,Integrated Solutions,C200,0.00
08/26/2018,Construction & Energy,C360,6180543.04
09/02/2018,Power Systems,C615,0.00
09/02/2018,Power Systems,C660,127475.90
09/02/2018,Hubbell Lighting,C520,6186314.82
09/02/2018,Power Systems,C640,3726705.12
09/02/2018,Construction & Energy,C366,1817101.06
09/02/2018,Integrated Solutions,C200,0.00
09/02/2018,Power Systems,C610,17770546.26
09/02/2018,Power Systems,C650,1417439.29
09/02/2018,Construction & Energy,C362,886380.79
09/02/2018,Commercial & Industrial,C400,8276530.20
09/02/2018,Construction & Energy,C792,0.00
09/02/2018,Commercial & Industrial,C300,10136386.80
09/02/2018,Power Systems,C627,171732.56
09/02/2018,Construction & Energy,C794,261877.72
09/02/2018,Hubbell Lighting,C550,470452.67
09/02/2018,Hubbell Lighting,C510,16330614.29
09/02/2018,Construction & Energy,C450,1051823.10
09/02/2018,Construction & Energy,C400,1432087.60
09/02/2018,Construction & Energy,C460,231167.03
09/02/2018,Construction & Energy,C370,1594746.19
09/02/2018,Power Systems,C625,172300.92
09/02/2018,Construction & Energy,C720,1307429.69
09/02/2018,Commercial & Industrial,C715,982080.93
09/02/2018,Commercial & Industrial,C710,230887.33
09/02/2018,Construction & Energy,C360,7034651.15
09/02/2018,Commercial & Industrial,C750,573719.81
09/02/2018,Construction & Energy,C351,2792921.01
09/02/2018,Commercial & Industrial,C740,1579205.70
09/09/2018,Construction & Energy,C794,363574.90
09/09/2018,Integrated Solutions,C200,0.00
09/09/2018,Power Systems,C610,15134524.98
09/09/2018,Construction & Energy,C460,344631.96
09/09/2018,Construction & Energy,C362,735468.97
09/09/2018,Construction & Energy,C450,698633.45
09/09/2018,Commercial & Industrial,C715,116764.14
09/09/2018,Construction & Energy,C351,2119120.58
09/09/2018,Construction & Energy,C370,915127.97
09/09/2018,Construction & Energy,C360,5231661.74
09/09/2018,Commercial & Industrial,C710,89545.59
09/09/2018,Power Systems,C625,117000.43
09/09/2018,Power Systems,C660,70452.00
09/09/2018,Power Systems,C650,667027.03
09/09/2018,Commercial & Industrial,C300,8013466.06
09/09/2018,Commercial & Industrial,C400,6900965.35
09/09/2018,Construction & Energy,C720,603246.20
09/09/2018,Construction & Energy,C400,1841621.03
09/09/2018,Hubbell Lighting,C550,724103.38
09/09/2018,Construction & Energy,C366,1616977.13
09/09/2018,Power Systems,C640,3253953.48
09/09/2018,Hubbell Lighting,C520,5654468.79
09/09/2018,Construction & Energy,C792,0.00
09/09/2018,Power Systems,C627,121313.37
09/09/2018,Hubbell Lighting,C510,10365827.96
09/09/2018,Power Systems,C615,10514.38
09/09/2018,Commercial & Industrial,C750,695845.80
09/09/2018,Commercial & Industrial,C740,836743.77
09/16/2018,Hubbell Lighting,C510,12649621.72
09/16/2018,Commercial & Industrial,C300,11877163.11
09/16/2018,Hubbell Lighting,C550,606103.15
09/16/2018,Construction & Energy,C362,708257.28
09/16/2018,Construction & Energy,C370,883912.10
09/16/2018,Integrated Solutions,C200,289555.50
09/16/2018,Hubbell Lighting,C520,6587453.34
09/16/2018,Power Systems,C650,605697.79
09/16/2018,Power Systems,C627,111726.54
09/16/2018,Commercial & Industrial,C750,488193.87
09/16/2018,Construction & Energy,C450,303481.54
09/16/2018,Construction & Energy,C360,5910242.07
09/16/2018,Power Systems,C625,53804.32
09/16/2018,Power Systems,C615,0.00
09/16/2018,Commercial & Industrial,C400,5935562.94
09/16/2018,Construction & Energy,C794,231548.76
09/16/2018,Construction & Energy,C792,0.00
09/16/2018,Power Systems,C610,20139317.98
09/16/2018,Commercial & Industrial,C715,498036.77
09/16/2018,Construction & Energy,C460,422349.54
09/16/2018,Power Systems,C640,4258980.08
09/16/2018,Construction & Energy,C366,1681729.70
09/16/2018,Commercial & Industrial,C710,213712.76
09/16/2018,Construction & Energy,C720,626635.83
09/16/2018,Construction & Energy,C351,3557708.30
09/16/2018,Construction & Energy,C400,2097259.87
09/16/2018,Power Systems,C660,81903.30
09/16/2018,Commercial & Industrial,C740,961899.41
09/23/2018,Construction & Energy,C366,1826711.36
09/23/2018,Commercial & Industrial,C715,210578.10
09/23/2018,Hubbell Lighting,C550,915026.34
09/23/2018,Power Systems,C627,1708775.08
09/23/2018,Power Systems,C615,557041.81
09/23/2018,Power Systems,C610,15515688.81
09/23/2018,Power Systems,C660,44205.70
09/23/2018,Construction & Energy,C360,5861339.95
09/23/2018,Integrated Solutions,C200,1975.00
09/23/2018,Construction & Energy,C370,1269617.97
09/23/2018,Commercial & Industrial,C740,1371940.09
09/23/2018,Construction & Energy,C400,2085272.79
09/23/2018,Hubbell Lighting,C520,5525314.67
09/23/2018,Power Systems,C650,1522870.64
09/23/2018,Commercial & Industrial,C400,8430418.33
09/23/2018,Construction & Energy,C792,0.00
09/23/2018,Commercial & Industrial,C300,11485309.34
09/23/2018,Construction & Energy,C460,307512.25
09/23/2018,Commercial & Industrial,C710,215144.43
09/23/2018,Construction & Energy,C351,3552108.51
09/23/2018,Power Systems,C625,78409.26
09/23/2018,Power Systems,C640,3913368.36
09/23/2018,Construction & Energy,C720,998380.10
09/23/2018,Construction & Energy,C450,240215.11
09/23/2018,Construction & Energy,C362,761461.94
09/23/2018,Construction & Energy,C794,124848.55
09/23/2018,Commercial & Industrial,C750,679011.14
09/23/2018,Hubbell Lighting,C510,13939953.61
09/30/2018,Construction & Energy,C362,1329645.78
09/30/2018,Construction & Energy,C400,1796675.11
09/30/2018,Commercial & Industrial,C710,2054999.92
09/30/2018,Power Systems,C640,3091298.20
09/30/2018,Power Systems,C660,161173.31
09/30/2018,Construction & Energy,C460,192329.96
09/30/2018,Commercial & Industrial,C740,2020088.82
09/30/2018,Commercial & Industrial,C300,14738809.87
09/30/2018,Power Systems,C610,17775590.87
09/30/2018,Construction & Energy,C792,0.00
09/30/2018,Hubbell Lighting,C520,6798666.17
09/30/2018,Power Systems,C615,23346.96
09/30/2018,Power Systems,C650,925181.99
09/30/2018,Construction & Energy,C360,5852935.30
09/30/2018,Commercial & Industrial,C715,1382608.56
09/30/2018,Hubbell Lighting,C510,17850780.04
09/30/2018,Construction & Energy,C351,4440983.27
09/30/2018,Construction & Energy,C366,1765071.71
09/30/2018,Power Systems,C625,49900.92
09/30/2018,Commercial & Industrial,C400,6270962.21
09/30/2018,Commercial & Industrial,C750,635294.80
09/30/2018,Construction & Energy,C794,284658.45
09/30/2018,Integrated Solutions,C200,0.00
09/30/2018,Power Systems,C627,307080.61
09/30/2018,Hubbell Lighting,C550,1634405.73
09/30/2018,Construction & Energy,C450,448891.06
09/30/2018,Construction & Energy,C370,1207741.27
09/30/2018,Construction & Energy,C720,1204569.79
10/07/2018,Construction & Energy,C720,1787204.90
10/07/2018,Commercial & Industrial,C715,211726.85
10/07/2018,Power Systems,C640,4086851.47
10/07/2018,Power Systems,C650,746429.10
10/07/2018,Construction & Energy,C366,2342772.72
10/07/2018,Commercial & Industrial,C300,9099762.44
10/07/2018,Construction & Energy,C400,1931942.59
10/07/2018,Power Systems,C610,15129885.99
10/07/2018,Construction & Energy,C792,0.00
10/07/2018,Construction & Energy,C460,555515.36
10/07/2018,Power Systems,C660,173009.30
10/07/2018,Commercial & Industrial,C710,121784.49
10/07/2018,Construction & Energy,C351,2913366.50
10/07/2018,Construction & Energy,C794,405929.22
10/07/2018,Construction & Energy,C450,439662.71
10/07/2018,Construction & Energy,C370,1110387.48
10/07/2018,Integrated Solutions,C200,-155795.93
10/07/2018,Commercial & Industrial,C750,651427.77
10/07/2018,Power Systems,C627,0.00
10/07/2018,Hubbell Lighting,C510,14431168.53
10/07/2018,Hubbell Lighting,C520,5704473.89
10/07/2018,Commercial & Industrial,C400,7266598.59
10/07/2018,Construction & Energy,C360,5450914.99
10/07/2018,Hubbell Lighting,C550,1475763.72
10/07/2018,Commercial & Industrial,C740,1028704.03
10/07/2018,Power Systems,C615,0.00
10/07/2018,Power Systems,C625,0.00
10/07/2018,Construction & Energy,C362,361998.31
10/14/2018,Construction & Energy,C366,2306634.31
10/14/2018,Commercial & Industrial,C710,205032.34
10/14/2018,Commercial & Industrial,C300,9361287.39
10/14/2018,Construction & Energy,C792,0.00
10/14/2018,Construction & Energy,C400,1853737.59
10/14/2018,Construction & Energy,C450,866338.00
10/14/2018,Hubbell Lighting,C510,13165394.96
10/14/2018,Construction & Energy,C460,292937.57
10/14/2018,Power Systems,C640,3725871.88
10/14/2018,Hubbell Lighting,C550,1169385.34
10/14/2018,Power Systems,C625,63715.83
10/14/2018,Construction & Energy,C362,530032.45
10/14/2018,Construction & Energy,C360,5831061.33
10/14/2018,Power Systems,C627,62573.08
10/14/2018,Construction & Energy,C720,686165.19
10/14/2018,Power Systems,C615,0.00
10/14/2018,Construction & Energy,C370,1519724.82
10/14/2018,Power Systems,C660,157225.15
10/14/2018,Commercial & Industrial,C740,1239839.89
10/14/2018,Power Systems,C650,528840.89
10/14/2018,Construction & Energy,C351,2323514.30
10/14/2018,Commercial & Industrial,C400,7203450.84
10/14/2018,Commercial & Industrial,C715,527087.25
10/14/2018,Hubbell Lighting,C520,6724531.36
10/14/2018,Construction & Energy,C794,241280.80
10/14/2018,Integrated Solutions,C200,-131276.89
10/14/2018,Power Systems,C610,18487649.14
10/14/2018,Commercial & Industrial,C750,550430.20
10/21/2018,Power Systems,C610,21828138.16
10/21/2018,Hubbell Lighting,C520,6699452.39
10/21/2018,Commercial & Industrial,C710,112272.50
10/21/2018,Construction & Energy,C400,2415036.16
10/21/2018,Construction & Energy,C460,310625.62
10/21/2018,Construction & Energy,C351,2803915.48
10/21/2018,Construction & Energy,C362,747078.21
10/21/2018,Power Systems,C615,86265.70
10/21/2018,Construction & Energy,C720,758196.51
10/21/2018,Hubbell Lighting,C510,14952875.75
10/21/2018,Commercial & Industrial,C740,1015333.49
10/21/2018,Power Systems,C625,153632.81
10/21/2018,Commercial & Industrial,C715,426854.76
10/21/2018,Construction & Energy,C794,234298.77
10/21/2018,Commercial & Industrial,C750,754279.37
10/21/2018,Commercial & Industrial,C300,9803407.12
10/21/2018,Integrated Solutions,C200,0.00
10/21/2018,Construction & Energy,C792,0.00
10/21/2018,Power Systems,C627,214371.19
10/21/2018,Construction & Energy,C450,456764.63
10/21/2018,Power Systems,C650,674916.59
10/21/2018,Power Systems,C640,3329719.38
10/21/2018,Power Systems,C660,67763.32
10/21/2018,Hubbell Lighting,C550,450062.05
10/21/2018,Construction & Energy,C366,1324268.83
10/21/2018,Construction & Energy,C360,5940630.70
10/21/2018,Commercial & Industrial,C400,6630030.49
10/21/2018,Construction & Energy,C370,1145572.54
10/28/2018,Commercial & Industrial,C400,7376318.24
10/28/2018,Power Systems,C615,2607.43
10/28/2018,Integrated Solutions,C200,0.00
10/28/2018,Construction & Energy,C370,1466938.92
10/28/2018,Construction & Energy,C360,6904212.35
10/28/2018,Commercial & Industrial,C740,1605331.83
10/28/2018,Commercial & Industrial,C300,8725186.81
10/28/2018,Construction & Energy,C400,1849718.42
10/28/2018,Construction & Energy,C792,0.00
10/28/2018,Power Systems,C627,24629.89
10/28/2018,Commercial & Industrial,C710,122196.55
10/28/2018,Hubbell Lighting,C550,1504397.11
10/28/2018,Construction & Energy,C460,770089.28
10/28/2018,Commercial & Industrial,C715,572068.86
10/28/2018,Hubbell Lighting,C520,8031920.80
10/28/2018,Power Systems,C610,15304889.27
10/28/2018,Commercial & Industrial,C750,759608.20
10/28/2018,Construction & Energy,C450,814829.91
10/28/2018,Construction & Energy,C362,714715.33
10/28/2018,Power Systems,C640,3467376.81
10/28/2018,Construction & Energy,C794,223602.28
10/28/2018,Power Systems,C625,587924.83
10/28/2018,Power Systems,C660,213723.25
10/28/2018,Construction & Energy,C720,1229057.53
10/28/2018,Power Systems,C650,820828.41
10/28/2018,Hubbell Lighting,C510,14484804.44
10/28/2018,Construction & Energy,C351,2397875.83
10/28/2018,Construction & Energy,C366,2084573.85
11/04/2018,Power Systems,C627,17556.17
11/04/2018,Construction & Energy,C366,1292167.10
11/04/2018,Commercial & Industrial,C750,1299903.79
11/04/2018,Construction & Energy,C460,1018222.55
11/04/2018,Hubbell Lighting,C550,621679.06
11/04/2018,Construction & Energy,C360,5559966.16
11/04/2018,Construction & Energy,C450,1736817.18
11/04/2018,Construction & Energy,C792,0.00
11/04/2018,Commercial & Industrial,C715,1623462.92
11/04/2018,Construction & Energy,C794,396219.31
11/04/2018,Construction & Energy,C370,1434307.53
11/04/2018,Power Systems,C660,47175.12
11/04/2018,Integrated Solutions,C200,284810.13
11/04/2018,Power Systems,C650,1438769.48
11/04/2018,Commercial & Industrial,C400,6120652.38
11/04/2018,Commercial & Industrial,C300,9617173.44
11/04/2018,Power Systems,C640,3416913.48
11/04/2018,Construction & Energy,C362,749627.59
11/04/2018,Power Systems,C625,13497.24
11/04/2018,Power Systems,C615,14123.12
11/04/2018,Commercial & Industrial,C740,1227305.82
11/04/2018,Hubbell Lighting,C520,11776176.79
11/04/2018,Construction & Energy,C720,537347.63
11/04/2018,Construction & Energy,C400,2041510.78
11/04/2018,Construction & Energy,C351,2804939.97
11/04/2018,Commercial & Industrial,C710,157487.69
11/04/2018,Power Systems,C610,16214275.77
11/04/2018,Hubbell Lighting,C510,14483429.97
11/11/2018,Power Systems,C650,473627.90
11/11/2018,Power Systems,C640,3053546.80
11/11/2018,Commercial & Industrial,C750,920424.44
