Calendar Day,Group,Company Code,Gross Order $
04/07/2019,Construction & Energy,C366,1158276.57
04/07/2019,Commercial & Industrial,C400,7190072.48
04/07/2019,Construction & Energy,C460,202326.24
04/07/2019,Hubbell Lighting,C550,853057.24
04/07/2019,Integrated Solutions,C200,171446.52
04/07/2019,Commercial & Industrial,C750,459205.71
04/07/2019,Construction & Energy,C794,404731.63
04/07/2019,Construction & Energy,C720,854997.02
04/07/2019,Commercial & Industrial,C300,9834054.92
04/07/2019,Hubbell Lighting,C520,4765043.58
04/07/2019,Hubbell Lighting,C510,12720482.91
04/07/2019,Power Systems,C650,744990.64
04/07/2019,Construction & Energy,C450,803780.56
04/07/2019,Commercial & Industrial,C740,1356392.31
04/07/2019,Commercial & Industrial,C715,165404.50
04/07/2019,Construction & Energy,C400,1689482.29
04/07/2019,Power Systems,C615,17011.90
04/07/2019,Power Systems,C660,29959.22
04/07/2019,Power Systems,C627,423770.59
04/07/2019,Construction & Energy,C370,15642544.86
04/14/2019,Construction & Energy,C370,2250916.09
04/14/2019,Commercial & Industrial,C750,709892.66
04/14/2019,Commercial & Industrial,C300,11445467.93
04/14/2019,Construction & Energy,C794,263548.45
04/14/2019,Commercial & Industrial,C400,6646089.37
04/14/2019,Construction & Energy,C366,1152099.44
04/14/2019,Power Systems,C660,95353.12
04/14/2019,Construction & Energy,C360,6100893.00
04/14/2019,Construction & Energy,C792,0.00
04/14/2019,Power Systems,C650,597569.08
04/14/2019,Commercial & Industrial,C710,316697.25
04/14/2019,Power Systems,C615,31189.83
04/14/2019,Integrated Solutions,C200,159953.07
04/14/2019,Power Systems,C610,23330121.27
04/14/2019,Construction & Energy,C400,1756331.79
04/14/2019,Construction & Energy,C450,421531.00
04/14/2019,Commercial & Industrial,C740,1401392.58
04/14/2019,Construction & Energy,C351,2648927.34
04/14/2019,Construction & Energy,C460,370177.98
04/14/2019,Power Systems,C625,113464.93
04/14/2019,Power Systems,C627,1913240.99
04/14/2019,Construction & Energy,C362,410633.14
04/14/2019,Construction & Energy,C720,589597.49
04/14/2019,Hubbell Lighting,C510,14011775.60
04/14/2019,Commercial & Industrial,C715,383079.53
04/14/2019,Hubbell Lighting,C550,867065.90
04/14/2019,Power Systems,C640,3294932.81
04/14/2019,Hubbell Lighting,C520,7117700.52
04/21/2019,Power Systems,C627,219350.36
04/21/2019,Hubbell Lighting,C520,5571696.58
04/21/2019,Construction & Energy,C362,261732.34
04/21/2019,Power Systems,C615,17011.90
04/21/2019,Integrated Solutions,C200,180593.63
04/21/2019,Power Systems,C610,18203134.22
04/21/2019,Power Systems,C660,69233.81
04/21/2019,Power Systems,C650,677932.52
04/21/2019,Commercial & Industrial,C750,525223.63
04/21/2019,Commercial & Industrial,C715,99643.22
04/21/2019,Power Systems,C640,4078525.39
04/21/2019,Construction & Energy,C792,40000.00
04/21/2019,Commercial & Industrial,C710,366618.42
04/21/2019,Construction & Energy,C794,249697.69
04/21/2019,Hubbell Lighting,C510,12688152.15
04/21/2019,Commercial & Industrial,C740,718321.46
04/21/2019,Power Systems,C625,73385.85
04/21/2019,Hubbell Lighting,C550,814432.80
04/21/2019,Construction & Energy,C460,179776.11
04/21/2019,Construction & Energy,C366,944302.39
04/21/2019,Commercial & Industrial,C300,10128358.41
04/21/2019,Construction & Energy,C360,6060960.99
04/21/2019,Construction & Energy,C450,718703.54
04/21/2019,Commercial & Industrial,C400,5968741.45
04/21/2019,Construction & Energy,C370,1262028.80
04/21/2019,Construction & Energy,C400,1503851.61
04/21/2019,Construction & Energy,C720,838938.86
04/21/2019,Construction & Energy,C351,1951523.51
04/28/2019,Construction & Energy,C450,712274.61
04/28/2019,Construction & Energy,C360,6088589.48
04/28/2019,Construction & Energy,C351,2770143.91
04/28/2019,Power Systems,C640,4834653.69
04/28/2019,Power Systems,C650,2212669.43
04/28/2019,Power Systems,C660,111127.24
04/28/2019,Commercial & Industrial,C715,716519.48
04/28/2019,Power Systems,C625,102598.36
04/28/2019,Power Systems,C615,71241.03
04/28/2019,Power Systems,C627,246938.08
04/28/2019,Integrated Solutions,C200,177619.20
04/28/2019,Commercial & Industrial,C710,220031.51
04/28/2019,Hubbell Lighting,C550,969274.98
04/28/2019,Commercial & Industrial,C300,10598408.14
04/28/2019,Construction & Energy,C400,1718577.50
04/28/2019,Construction & Energy,C720,1014288.66
04/28/2019,Construction & Energy,C794,356977.40
04/28/2019,Construction & Energy,C370,2030328.98
04/28/2019,Hubbell Lighting,C510,12321143.53
04/28/2019,Commercial & Industrial,C750,836718.89
04/28/2019,Construction & Energy,C460,176332.71
04/28/2019,Commercial & Industrial,C400,6932538.23
04/28/2019,Hubbell Lighting,C520,7594030.33
04/28/2019,Construction & Energy,C366,1842378.91
04/28/2019,Power Systems,C610,17630476.27
04/28/2019,Construction & Energy,C792,0.00
04/28/2019,Commercial & Industrial,C740,1451239.28
04/28/2019,Construction & Energy,C362,905180.71
05/05/2019,Commercial & Industrial,C710,211232.66
05/05/2019,Construction & Energy,C362,615177.73
05/05/2019,Integrated Solutions,C200,155799.62
05/05/2019,Construction & Energy,C792,-40000.00
05/05/2019,Power Systems,C650,866712.68
05/05/2019,Construction & Energy,C794,299640.44
05/05/2019,Power Systems,C660,49221.08
05/05/2019,Hubbell Lighting,C510,12798674.02
05/05/2019,Power Systems,C615,0.00
05/05/2019,Hubbell Lighting,C520,5380686.86
05/05/2019,Construction & Energy,C400,2235856.88
05/05/2019,Commercial & Industrial,C750,765330.69
05/05/2019,Power Systems,C627,81408.02
05/05/2019,Power Systems,C625,40982.22
05/05/2019,Commercial & Industrial,C715,1102224.23
05/05/2019,Commercial & Industrial,C300,10398186.31
05/05/2019,Construction & Energy,C720,720432.38
05/05/2019,Power Systems,C640,4265826.57
05/05/2019,Construction & Energy,C450,1577141.51
05/05/2019,Commercial & Industrial,C400,7335663.58
05/05/2019,Power Systems,C610,19968143.08
05/05/2019,Construction & Energy,C366,1570925.38
05/05/2019,Construction & Energy,C370,1869358.32
05/05/2019,Construction & Energy,C351,2841180.80
05/05/2019,Construction & Energy,C460,332889.56
05/05/2019,Hubbell Lighting,C550,542910.26
05/05/2019,Commercial & Industrial,C740,1455448.78
05/05/2019,Construction & Energy,C360,5838842.55
05/12/2019,Construction & Energy,C400,1830465.97
05/12/2019,Integrated Solutions,C200,185545.10
05/12/2019,Commercial & Industrial,C750,623418.57
05/12/2019,Power Systems,C625,13905.22
05/12/2019,Commercial & Industrial,C400,7075022.30
05/12/2019,Power Systems,C660,133034.00
05/12/2019,Construction & Energy,C366,1612286.24
05/12/2019,Power Systems,C650,908903.25
05/12/2019,Construction & Energy,C720,874258.14
05/12/2019,Commercial & Industrial,C300,11027236.22
05/12/2019,Commercial & Industrial,C710,189314.94
05/12/2019,Hubbell Lighting,C550,711079.06
05/12/2019,Hubbell Lighting,C510,13048613.93
05/12/2019,Commercial & Industrial,C740,977998.08
05/12/2019,Hubbell Lighting,C520,5663375.31
05/12/2019,Power Systems,C615,2625.57
05/12/2019,Construction & Energy,C794,231620.58
05/12/2019,Construction & Energy,C360,6389784.10
05/12/2019,Construction & Energy,C450,1358993.39
05/12/2019,Construction & Energy,C351,2710284.82
05/12/2019,Power Systems,C640,4606376.12
05/12/2019,Power Systems,C627,218698.30
05/12/2019,Power Systems,C610,23633499.73
05/12/2019,Commercial & Industrial,C715,784154.22
05/12/2019,Construction & Energy,C362,487455.96
05/12/2019,Construction & Energy,C460,302018.91
05/12/2019,Construction & Energy,C370,1754321.84
05/19/2019,Power Systems,C640,4798280.44
05/19/2019,Commercial & Industrial,C710,426727.83
05/19/2019,Power Systems,C650,1218740.32
05/19/2019,Power Systems,C627,247865.40
05/19/2019,Commercial & Industrial,C740,1353611.68
05/19/2019,Construction & Energy,C366,1648469.29
05/19/2019,Commercial & Industrial,C400,6949187.74
05/19/2019,Commercial & Industrial,C715,118430.21
05/19/2019,Construction & Energy,C720,751766.90
05/19/2019,Construction & Energy,C460,377084.99
05/19/2019,Construction & Energy,C370,1816357.00
05/19/2019,Construction & Energy,C400,2287083.39
05/19/2019,Construction & Energy,C351,2730033.12
05/19/2019,Hubbell Lighting,C520,6247598.04
05/19/2019,Commercial & Industrial,C750,883384.95
05/19/2019,Construction & Energy,C360,6098220.27
05/19/2019,Hubbell Lighting,C550,2147504.31
05/19/2019,Construction & Energy,C362,572040.42
05/19/2019,Power Systems,C615,1722.15
05/19/2019,Commercial & Industrial,C300,10348676.92
05/19/2019,Power Systems,C625,36083.19
05/19/2019,Integrated Solutions,C200,183621.13
05/19/2019,Construction & Energy,C450,718976.54
05/19/2019,Construction & Energy,C794,268625.93
05/19/2019,Hubbell Lighting,C510,30516073.19
05/19/2019,Power Systems,C610,19595015.16
05/19/2019,Power Systems,C660,166106.43
05/26/2019,Commercial & Industrial,C300,10570608.81
05/26/2019,Commercial & Industrial,C710,548547.44
05/26/2019,Commercial & Industrial,C400,7467196.15
05/26/2019,Construction & Energy,C370,1158663.04
05/26/2019,Integrated Solutions,C200,159038.43
05/26/2019,Power Systems,C627,302624.58
05/26/2019,Hubbell Lighting,C550,1612820.48
05/26/2019,Construction & Energy,C720,543575.88
05/26/2019,Construction & Energy,C362,674048.96
05/26/2019,Commercial & Industrial,C740,1789080.74
05/26/2019,Power Systems,C610,18721856.31
05/26/2019,Construction & Energy,C794,269053.06
05/26/2019,Power Systems,C625,64948.14
05/26/2019,Power Systems,C615,-16402.84
05/26/2019,Commercial & Industrial,C715,980905.61
05/26/2019,Hubbell Lighting,C520,7075473.08
05/26/2019,Hubbell Lighting,C510,17962227.17
05/26/2019,Construction & Energy,C351,1881640.48
05/26/2019,Commercial & Industrial,C750,693091.20
05/26/2019,Construction & Energy,C460,307523.70
05/26/2019,Power Systems,C640,4660102.10
05/26/2019,Construction & Energy,C366,1573598.87
05/26/2019,Power Systems,C650,846983.57
05/26/2019,Power Systems,C660,200189.18
05/26/2019,Construction & Energy,C450,1622009.87
05/26/2019,Construction & Energy,C400,1537958.08
05/26/2019,Construction & Energy,C360,6163797.68
06/02/2019,Hubbell Lighting,C520,4741707.53
06/02/2019,Commercial & Industrial,C710,194215.28
06/02/2019,Construction & Energy,C366,3048290.52
06/02/2019,Hubbell Lighting,C510,8344124.07
06/02/2019,Construction & Energy,C351,2546954.65
06/02/2019,Power Systems,C610,18352625.36
06/02/2019,Construction & Energy,C450,938537.41
06/02/2019,Construction & Energy,C370,1532298.96
06/02/2019,Commercial & Industrial,C750,522940.44
06/02/2019,Integrated Solutions,C200,110342.31
06/02/2019,Commercial & Industrial,C740,647361.56
06/02/2019,Power Systems,C650,658031.68
06/02/2019,Commercial & Industrial,C400,6090713.17
06/02/2019,Power Systems,C625,65273.81
06/02/2019,Construction & Energy,C400,1851210.69
06/02/2019,Construction & Energy,C794,173471.25
06/02/2019,Construction & Energy,C362,774380.72
06/02/2019,Power Systems,C627,357566.04
06/02/2019,Power Systems,C640,3391174.17
06/02/2019,Construction & Energy,C460,177950.02
06/02/2019,Commercial & Industrial,C715,279035.45
06/02/2019,Power Systems,C660,181218.59
06/02/2019,Power Systems,C615,-6098.14
06/02/2019,Construction & Energy,C360,4737674.13
06/02/2019,Commercial & Industrial,C300,8835324.11
06/02/2019,Hubbell Lighting,C550,996185.93
06/02/2019,Construction & Energy,C720,860872.84
06/09/2019,Commercial & Industrial,C715,908067.68
06/09/2019,Commercial & Industrial,C740,1236676.06
06/09/2019,Power Systems,C625,99711.23
06/09/2019,Power Systems,C650,800346.73
06/09/2019,Hubbell Lighting,C510,13738912.93
06/09/2019,Commercial & Industrial,C400,7444113.96
06/09/2019,Power Systems,C640,3804362.03
06/09/2019,Construction & Energy,C360,6322899.57
06/09/2019,Power Systems,C627,101717.27
06/09/2019,Construction & Energy,C366,1882597.51
06/09/2019,Construction & Energy,C460,375807.84
06/09/2019,Construction & Energy,C720,732663.55
06/09/2019,Construction & Energy,C351,3156395.46
06/09/2019,Power Systems,C660,125623.99
06/09/2019,Construction & Energy,C794,174201.50
06/09/2019,Integrated Solutions,C200,167174.61
06/09/2019,Commercial & Industrial,C300,10507599.21
06/09/2019,Hubbell Lighting,C550,1056742.80
06/09/2019,Power Systems,C615,9076.75
06/09/2019,Power Systems,C610,21426747.76
06/09/2019,Construction & Energy,C450,264254.93
06/09/2019,Hubbell Lighting,C520,6733788.10
06/09/2019,Construction & Energy,C400,1825007.07
06/09/2019,Construction & Energy,C370,1279379.59
06/09/2019,Commercial & Industrial,C750,684402.55
06/09/2019,Commercial & Industrial,C710,294340.54
06/09/2019,Construction & Energy,C362,497308.09
06/16/2019,Construction & Energy,C351,3044258.75
06/16/2019,Integrated Solutions,C200,159354.51
06/16/2019,Hubbell Lighting,C550,712571.23
06/16/2019,Hubbell Lighting,C510,12699424.16
06/16/2019,Commercial & Industrial,C300,12423486.74
06/16/2019,Construction & Energy,C720,828469.75
06/16/2019,Power Systems,C640,4148733.14
06/16/2019,Construction & Energy,C360,6287046.99
06/16/2019,Commercial & Industrial,C710,64852.12
06/16/2019,Construction & Energy,C362,499663.86
06/16/2019,Power Systems,C615,-12063.59
06/16/2019,Construction & Energy,C370,1383956.26
06/16/2019,Power Systems,C610,24047167.66
06/16/2019,Commercial & Industrial,C715,213730.01
06/16/2019,Power Systems,C660,93735.78
06/16/2019,Construction & Energy,C400,1515486.36
06/16/2019,Commercial & Industrial,C400,7272301.78
06/16/2019,Power Systems,C650,690898.03
06/16/2019,Commercial & Industrial,C750,773686.72
06/16/2019,Power Systems,C627,305154.71
06/16/2019,Hubbell Lighting,C520,6734212.89
06/16/2019,Construction & Energy,C366,2048118.62
06/16/2019,Power Systems,C625,67113.22
06/16/2019,Construction & Energy,C794,262634.99
06/16/2019,Construction & Energy,C460,574453.99
06/16/2019,Construction & Energy,C450,536230.54
06/16/2019,Commercial & Industrial,C740,1556920.88
06/23/2019,Power Systems,C650,1186792.02
06/23/2019,Commercial & Industrial,C710,742741.81
06/23/2019,Construction & Energy,C366,2687161.69
06/23/2019,Power Systems,C627,258240.58
06/23/2019,Power Systems,C660,71200.99
06/23/2019,Integrated Solutions,C200,179941.36
06/23/2019,Commercial & Industrial,C740,1314641.13
06/23/2019,Construction & Energy,C362,663640.33
06/23/2019,Commercial & Industrial,C400,7536087.21
06/23/2019,Construction & Energy,C370,2653135.51
06/23/2019,Construction & Energy,C460,178380.05
06/23/2019,Construction & Energy,C450,413462.85
06/23/2019,Construction & Energy,C400,1743935.54
06/23/2019,Construction & Energy,C794,357200.81
06/23/2019,Power Systems,C615,33044.23
06/23/2019,Commercial & Industrial,C300,10367938.66
06/23/2019,Commercial & Industrial,C715,103847.93
06/23/2019,Construction & Energy,C360,6290180.86
06/23/2019,Commercial & Industrial,C750,695933.95
06/23/2019,Power Systems,C640,4107020.61
06/23/2019,Hubbell Lighting,C550,907674.35
06/23/2019,Hubbell Lighting,C510,12758420.91
06/23/2019,Construction & Energy,C351,2180410.98
06/23/2019,Construction & Energy,C720,567523.65
06/23/2019,Power Systems,C610,20792539.29
06/23/2019,Power Systems,C625,29193.55
06/23/2019,Hubbell Lighting,C520,5318547.28
06/30/2019,Commercial & Industrial,C715,1481706.18
06/30/2019,Construction & Energy,C720,798201.48
06/30/2019,Construction & Energy,C360,5698726.27
06/30/2019,Power Systems,C625,15385.38
06/30/2019,Construction & Energy,C370,3012771.31
06/30/2019,Commercial & Industrial,C750,1007295.39
06/30/2019,Power Systems,C640,5344982.52
06/30/2019,Commercial & Industrial,C400,8274093.78
06/30/2019,Hubbell Lighting,C550,1548393.42
06/30/2019,Construction & Energy,C460,258894.70
06/30/2019,Commercial & Industrial,C710,213611.51
06/30/2019,Construction & Energy,C362,707529.50
06/30/2019,Commercial & Industrial,C740,1076688.39
06/30/2019,Hubbell Lighting,C510,13614008.17
06/30/2019,Construction & Energy,C366,1618049.86
06/30/2019,Construction & Energy,C351,2729915.51
06/30/2019,Power Systems,C660,140287.62
06/30/2019,Power Systems,C610,17209578.91
06/30/2019,Hubbell Lighting,C520,12371209.23
06/30/2019,Power Systems,C650,1344945.94
06/30/2019,Integrated Solutions,C200,178492.90
06/30/2019,Construction & Energy,C400,1826349.53
06/30/2019,Power Systems,C615,109000.13
06/30/2019,Construction & Energy,C794,292190.98
06/30/2019,Construction & Energy,C450,1662295.12
06/30/2019,Power Systems,C627,412527.88
06/30/2019,Commercial & Industrial,C300,11389981.72
07/07/2019,Hubbell Lighting,C520,4589402.68
07/07/2019,Construction & Energy,C370,1205495.50
07/07/2019,Commercial & Industrial,C740,510737.75
07/07/2019,Construction & Energy,C351,2929580.27
07/07/2019,Commercial & Industrial,C710,63871.30
07/07/2019,Hubbell Lighting,C550,710813.63
07/07/2019,Integrated Solutions,C200,109644.65
07/07/2019,Power Systems,C640,3127091.87
07/07/2019,Construction & Energy,C362,458380.23
07/07/2019,Hubbell Lighting,C510,7929693.76
07/07/2019,Power Systems,C660,99204.07
07/07/2019,Power Systems,C610,17744215.24
07/07/2019,Construction & Energy,C400,1539414.15
07/07/2019,Construction & Energy,C794,397713.80
07/07/2019,Construction & Energy,C450,1723406.99
07/07/2019,Commercial & Industrial,C300,8017256.47
07/07/2019,Power Systems,C615,23141.66
07/07/2019,Commercial & Industrial,C750,382425.44
07/07/2019,Commercial & Industrial,C400,5881511.34
07/07/2019,Power Systems,C627,1253359.71
07/07/2019,Construction & Energy,C366,1417295.32
07/07/2019,Commercial & Industrial,C715,177591.09
07/07/2019,Power Systems,C650,461783.19
07/07/2019,Construction & Energy,C460,392109.70
07/07/2019,Power Systems,C625,66660.84
07/07/2019,Construction & Energy,C360,4478407.68
07/07/2019,Construction & Energy,C720,300257.84
07/14/2019,Construction & Energy,C370,1502888.25
07/14/2019,Hubbell Lighting,C550,1226687.49
07/14/2019,Power Systems,C660,73763.61
07/14/2019,Power Systems,C625,37317.24
07/14/2019,Power Systems,C610,18963671.80
07/14/2019,Hubbell Lighting,C520,3873396.80
07/14/2019,Commercial & Industrial,C710,214590.96
07/14/2019,Integrated Solutions,C200,154998.30
07/14/2019,Power Systems,C640,5520369.14
07/14/2019,Construction & Energy,C720,825028.15
07/14/2019,Commercial & Industrial,C715,238922.37
07/14/2019,Construction & Energy,C360,5985361.65
07/14/2019,Construction & Energy,C450,437299.11
07/14/2019,Construction & Energy,C460,221106.97
07/14/2019,Power Systems,C615,0.00
07/14/2019,Commercial & Industrial,C740,1275228.05
07/14/2019,Hubbell Lighting,C510,11613398.99
07/14/2019,Commercial & Industrial,C750,630681.36
07/14/2019,Commercial & Industrial,C400,6677601.11
07/14/2019,Construction & Energy,C794,1107838.40
07/14/2019,Construction & Energy,C400,1938212.81
07/14/2019,Construction & Energy,C362,844897.59
07/14/2019,Power Systems,C650,595604.29
07/14/2019,Construction & Energy,C366,1248837.45
07/14/2019,Construction & Energy,C351,2702374.64
07/14/2019,Power Systems,C627,174481.16
07/14/2019,Commercial & Industrial,C300,10381534.69
07/21/2019,Construction & Energy,C794,181548.04
07/21/2019,Integrated Solutions,C200,140708.97
07/21/2019,Hubbell Lighting,C550,541996.37
07/21/2019,Power Systems,C625,68516.14
07/21/2019,Construction & Energy,C362,527205.36
07/21/2019,Construction & Energy,C450,967820.03
07/21/2019,Construction & Energy,C720,510538.58
07/21/2019,Commercial & Industrial,C300,10878806.51
07/21/2019,Commercial & Industrial,C740,949478.24
07/21/2019,Power Systems,C640,4063727.34
07/21/2019,Commercial & Industrial,C400,6890466.03
07/21/2019,Power Systems,C627,1255024.81
07/21/2019,Commercial & Industrial,C750,521486.68
07/21/2019,Construction & Energy,C370,2627295.45
07/21/2019,Construction & Energy,C360,6335937.63
07/21/2019,Commercial & Industrial,C715,343217.87
07/21/2019,Power Systems,C650,1028257.39
07/21/2019,Construction & Energy,C460,260926.73
07/21/2019,Power Systems,C615,400858.00
07/21/2019,Commercial & Industrial,C710,340659.29
07/21/2019,Construction & Energy,C400,1772126.27
07/21/2019,Power Systems,C610,18307417.01
07/21/2019,Hubbell Lighting,C510,10730707.83
07/21/2019,Construction & Energy,C351,2428849.53
07/21/2019,Construction & Energy,C366,1833295.65
07/21/2019,Power Systems,C660,53882.87
07/21/2019,Hubbell Lighting,C520,4979871.45
07/28/2019,Power Systems,C640,3868180.87
07/28/2019,Construction & Energy,C794,625298.59
07/28/2019,Construction & Energy,C450,429918.33
07/28/2019,Construction & Energy,C351,1979448.37
07/28/2019,Construction & Energy,C720,970432.51
07/28/2019,Commercial & Industrial,C740,1506456.58
07/28/2019,Power Systems,C627,142357.09
07/28/2019,Power Systems,C660,73718.00
07/28/2019,Commercial & Industrial,C750,602549.77
07/28/2019,Construction & Energy,C370,1699786.48
07/28/2019,Construction & Energy,C360,6168577.45
07/28/2019,Commercial & Industrial,C715,3671656.46
07/28/2019,Hubbell Lighting,C510,11708853.18
07/28/2019,Construction & Energy,C400,1413356.06
07/28/2019,Construction & Energy,C460,551973.28
07/28/2019,Commercial & Industrial,C400,7346733.90
07/28/2019,Construction & Energy,C362,2062412.77
07/28/2019,Power Systems,C615,5625.08
07/28/2019,Construction & Energy,C366,1868149.30
07/28/2019,Power Systems,C650,868576.80
07/28/2019,Power Systems,C610,21022348.06
07/28/2019,Integrated Solutions,C200,129132.62
07/28/2019,Commercial & Industrial,C300,11094902.00
07/28/2019,Power Systems,C625,55885.59
07/28/2019,Hubbell Lighting,C520,4147860.28
07/28/2019,Commercial & Industrial,C710,140176.09
07/28/2019,Hubbell Lighting,C550,1014148.78
08/04/2019,Construction & Energy,C720,1371563.19
08/04/2019,Commercial & Industrial,C740,1305466.80
08/04/2019,Construction & Energy,C366,1391333.03
08/04/2019,Power Systems,C640,4043366.19
08/04/2019,Construction & Energy,C360,6239814.10
08/04/2019,Commercial & Industrial,C400,6720498.75
08/04/2019,Power Systems,C627,144509.06
08/04/2019,Power Systems,C610,17027050.37
08/04/2019,Power Systems,C660,286636.04
08/04/2019,Commercial & Industrial,C750,721859.10
08/04/2019,Power Systems,C615,14325.08
08/04/2019,Power Systems,C625,84842.20
08/04/2019,Commercial & Industrial,C710,197521.20
08/04/2019,Construction & Energy,C351,2804605.01
08/04/2019,Construction & Energy,C460,210521.65
08/04/2019,Construction & Energy,C362,783832.22
08/04/2019,Hubbell Lighting,C510,12568659.29
08/04/2019,Commercial & Industrial,C300,11409465.39
08/04/2019,Construction & Energy,C400,1743788.69
08/04/2019,Construction & Energy,C794,284856.59
08/04/2019,Hubbell Lighting,C550,1512579.77
08/04/2019,Commercial & Industrial,C715,611773.94
08/04/2019,Power Systems,C650,1618046.77
08/04/2019,Construction & Energy,C450,526123.34
08/04/2019,Construction & Energy,C370,3056241.96
08/04/2019,Hubbell Lighting,C520,5001449.49
08/04/2019,Integrated Solutions,C200,166675.35
08/11/2019,Power Systems,C625,110868.45
08/11/2019,Construction & Energy,C400,1836237.17
08/11/2019,Construction & Energy,C370,1775999.21
08/11/2019,Hubbell Lighting,C520,5152938.22
08/11/2019,Commercial & Industrial,C750,676430.72
08/11/2019,Hubbell Lighting,C550,1006875.44
08/11/2019,Commercial & Industrial,C715,143467.79
08/11/2019,Power Systems,C640,4544159.82
08/11/2019,Integrated Solutions,C200,167138.95
08/11/2019,Construction & Energy,C360,6238692.94
08/11/2019,Power Systems,C610,17183359.84
08/11/2019,Commercial & Industrial,C710,53449.99
08/11/2019,Construction & Energy,C362,808231.72
08/11/2019,Construction & Energy,C366,1378536.07
08/11/2019,Construction & Energy,C794,342322.72
08/11/2019,Construction & Energy,C460,277088.19
08/11/2019,Commercial & Industrial,C300,10792802.80
08/11/2019,Power Systems,C660,128496.78
08/11/2019,Construction & Energy,C450,604565.08
08/11/2019,Hubbell Lighting,C510,11620338.61
08/11/2019,Construction & Energy,C351,2399804.08
08/11/2019,Power Systems,C615,75046.51
08/11/2019,Construction & Energy,C720,559789.74
08/11/2019,Commercial & Industrial,C740,955463.17
08/11/2019,Power Systems,C627,190571.59
08/11/2019,Commercial & Industrial,C400,7359215.63
08/11/2019,Power Systems,C650,563123.95
08/18/2019,Commercial & Industrial,C300,9933307.48
08/18/2019,Commercial & Industrial,C710,130637.24
08/18/2019,Power Systems,C625,12542.36
08/18/2019,Construction & Energy,C720,627294.04
08/18/2019,Hubbell Lighting,C550,400183.70
08/18/2019,Construction & Energy,C360,5158939.26
08/18/2019,Power Systems,C615,-13699.90
08/18/2019,Construction & Energy,C366,2338840.95
08/18/2019,Integrated Solutions,C200,148960.35
08/18/2019,Construction & Energy,C362,793684.83
08/18/2019,Construction & Energy,C794,193361.50
08/18/2019,Construction & Energy,C460,275862.68
08/18/2019,Hubbell Lighting,C520,6546594.72
08/18/2019,Power Systems,C660,38696.00
08/18/2019,Construction & Energy,C400,1582492.61
08/18/2019,Power Systems,C640,4269988.49
08/18/2019,Power Systems,C650,1049291.57
08/18/2019,Construction & Energy,C351,2382219.81
08/18/2019,Hubbell Lighting,C510,12020056.44
08/18/2019,Commercial & Industrial,C740,967801.17
08/18/2019,Power Systems,C627,167858.73
08/18/2019,Commercial & Industrial,C400,7152796.93
08/18/2019,Commercial & Industrial,C750,541913.74
08/18/2019,Commercial & Industrial,C715,335534.56
08/18/2019,Construction & Energy,C370,2186357.78
08/18/2019,Construction & Energy,C450,504685.89
08/18/2019,Power Systems,C610,16032735.89
08/25/2019,Power Systems,C625,64469.43
08/25/2019,Integrated Solutions,C200,140887.43
08/25/2019,Construction & Energy,C370,1553787.97
08/25/2019,Construction & Energy,C362,-896653.01
08/25/2019,Construction & Energy,C366,1594499.92
08/25/2019,Construction & Energy,C360,6629866.27
08/25/2019,Power Systems,C640,4097587.81
08/25/2019,Commercial & Industrial,C300,9927782.48
08/25/2019,Power Systems,C615,0.00
08/25/2019,Commercial & Industrial,C715,614935.43
08/25/2019,Power Systems,C610,16888092.52
08/25/2019,Commercial & Industrial,C710,186220.78
08/25/2019,Power Systems,C627,103835.64
08/25/2019,Hubbell Lighting,C520,10718005.20
08/25/2019,Commercial & Industrial,C750,790397.63
08/25/2019,Construction & Energy,C351,3337475.07
08/25/2019,Construction & Energy,C460,526823.72
08/25/2019,Construction & Energy,C794,282858.36
08/25/2019,Construction & Energy,C450,829026.41
08/25/2019,Commercial & Industrial,C400,6698874.93
08/25/2019,Power Systems,C650,935921.73
08/25/2019,Construction & Energy,C720,758245.99
08/25/2019,Hubbell Lighting,C550,924483.31
08/25/2019,Hubbell Lighting,C510,12713544.96
08/25/2019,Construction & Energy,C400,2271051.61
08/25/2019,Commercial & Industrial,C740,828208.23
08/25/2019,Power Systems,C660,87997.88
09/01/2019,Integrated Solutions,C200,160464.62
09/01/2019,Power Systems,C615,80378.61
09/01/2019,Construction & Energy,C450,329720.72
09/01/2019,Commercial & Industrial,C740,1220996.17
09/01/2019,Construction & Energy,C794,395345.15
09/01/2019,Construction & Energy,C720,917462.79
09/01/2019,Construction & Energy,C360,6341585.07
09/01/2019,Construction & Energy,C351,2281007.18
09/01/2019,Hubbell Lighting,C520,6885916.96
09/01/2019,Commercial & Industrial,C300,11821714.23
09/01/2019,Commercial & Industrial,C715,487023.95
09/01/2019,Power Systems,C625,26402.05
09/01/2019,Power Systems,C640,5228911.69
09/01/2019,Power Systems,C650,851513.51
09/01/2019,Commercial & Industrial,C400,7666355.58
09/01/2019,Construction & Energy,C366,2006596.65
09/01/2019,Power Systems,C610,20344619.59
09/01/2019,Hubbell Lighting,C510,12536308.15
09/01/2019,Construction & Energy,C400,1651534.98
09/01/2019,Power Systems,C627,134574.07
09/01/2019,Construction & Energy,C362,757697.92
09/01/2019,Commercial & Industrial,C750,621701.47
09/01/2019,Power Systems,C660,91309.11
09/01/2019,Commercial & Industrial,C710,1411868.35
09/01/2019,Hubbell Lighting,C550,1701924.36
09/01/2019,Construction & Energy,C370,2820316.38
